file_name;classes;text;bow_preproc;gboed_preproc;gboed_freq_class;gboed_dist_class
2055017.txt;negado;"Em 5 de maio de 2019, levei ao conhecimento dessa CGU, protocolo 00106.005831/2019-16, a ausência de apuração de uma denúncia de assédio moral feita à Ouvidoria da Finep. Na resposta, foi informado: ""Em relação à denúncia de assédio moral, informamos que a denúncia foi registrada em nossa base de dados e encaminhada para fins de conhecimento pela Corregedoria-Geral da União (CRG), unidade responsável pelas atividades relacionadas à apuração de possíveis irregularidades cometidas por servidores públicos"".  Assim, pergunto: o que foi feito até o momento para apurar a inércia da Finep ou para apurar o assédio moral em si? Lembro que o fato ocorreu há alguns anos e é passível de prescrição, de forma que, a meu ver, deve ser tratado com celeridade. ";mai lev cgu protocol ausenc apuraca denunc assedi moral feit ouvidor finep respost foi inform relaca denunc assedi moral denunc foi bas dad fins geral unia crg unidad apuraca possiv comet public pergunt foi feit moment apur inerc finep apur assedi moral lembr fat ocorr anos passivel form ver dev ser trat;em 5 de maio de 2019 levei ao conhecimento dessa cgu protocolo 00106 005831 2019 16 a ausência de <superfaturamento><NT> de uma <representações><NT> de <assédio moral><NT> feita à <ouvidoria><PT> da finep . na <resposta><PT> foi informado    em relação à <representações><NT> de <assédio moral><NT> informamos que a <representações><NT> foi registrada em nossa base de dados e encaminhada para fins de conhecimento pela corregedoria geral da união crg unidade responsável pelas <ações><PT> relacionadas à <superfaturamento><NT> de possíveis <irregularidades><NT> cometidas por <profissionais><PT> públicos    . assim <pergunto><DT> <o que><DT> foi feito até o momento para apurar a inércia da finep ou para apurar o <assédio moral><NT> em si . lembro que o fato ocorreu <existe><DT> alguns anos e é passível de prescrição de <formato digital><PT> que a meu ver deve ser tratado com celeridade .;negado;negado
1576446.txt;negado;Brasília, 01 de agosto de 2018. Prezados, O Instituto Socioambiental – ISA vem por meio deste ofício solicitar a seguinte informação: tendo em vista a notícia veiculada pelo jornal televisivo Bom Dia Brasil   https://globoplay.globo.com/v/6879455/programa/   no dia 18 de julho de 2018, requeremos a íntegra do Relatório de Auditoria Anual de Contas do Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis - Ibama relativo ao exercício de 2017. Caso não seja essa a nomenclatura correta do referido documento, favor enviar o Relatório mencionado na referida notícia.  A presente solicitação se fundamenta no inciso XXXIII do art. 5º, no inciso II do § 3º do art. 37 e no § 2º do art. 216 da Constituição Federal, na Lei nº 12.527, de 18 de novembro de 2011 e na Lei nº 10.650, de 16 de abril de 2003. Certos do pronto atendimento da requisição, nos termos do art. 11 da lei 12.527 de 18 de novembro de 2011, aproveitamos o ensejo para renovar-lhe nossos protestos de estima e consideração. Cordialmente, Instituto Socioambiental;brasil agost prez institut isa vem mei ofici solicit seguint tend vist notic veicul jornal dia brasil https dia julh integr relatori auditor anual cont institut mei ambient recurs natur ibam relat exercici corret refer document favor envi relatori refer notic present incis xxxii art incis art art federal lei novembr lei abril term art lei novembr ensej renov protest estim institut;brasília 01 de agosto de 2018  prezados o instituto socioambiental – isa vem por <cadastro><PT> deste ofício <solicito><DT> a seguinte informação tendo em vista a notícia veiculada pelo jornal televisivo bom <data de posse><PT> brasil https   globoplay globo com v 6879455 <perguntas e respostas><PT>  no <data de posse><PT> 18 de julho de 2018 requeremos a <integra desse relatório><NT> de auditoria anual de contas do instituto brasileiro do <cadastro><PT> ambiente e dos recursos naturais renováveis ibama relativo ao exercício de 2017  caso não seja essa a nomenclatura correta do referido documento <favor><DT> <solicito><DT> o relatório mencionado na referida notícia . a presente <solicito><DT> se fundamenta no <artigos><PT> xxxiii do art . 5º no <artigos><PT> ii do § 3º do art . 37 e no § 2º do art . 216 da constituição federal na lei nº 12 527 de 18 de novembro de 2011 e na lei nº 10 650 de 16 de abril de 2003  certos do pronto atendimento da <cedidos><PT> nos termos do art . 11 da lei 12 527 de 18 de novembro de 2011 aproveitamos o ensejo para renovar lhe nossos protestos de estima e consideração . cordialmente instituto socioambiental .;concedido;concedido
2311290.txt;negado;Solicito arquivo digital em PDF Nota Técnica n° 1964/2019 Processo n° 00218.100432/2019-92 pois o mesmo não foi localizado no portal da CGU. REPOSITÓRIO DE CONHECIMENTO DA CGU o mesmo não foi localizado no link https://repositorio.cgu.gov.br/, portando preciso que envie essa Nota Técnica 1964/2019;solicit arquiv digital pdf not tecnic process foi portal cgu cgu foi link https port precis envi not tecnic;<solicito><DT> arquivo digital em <download de dados><PT> <documentos de fiscalização><NT> n° 1964 2019 processo n° 00218 100432 2019 92 pois o mesmo não foi localizado no <portal de transparência><PT> da cgu . repositório de conhecimento da cgu o mesmo não foi localizado no <link><PT> https   repositorio cgu gov br  portando <preciso de ajuda><DT> que envie essa <documentos de fiscalização><NT> 1964 2019 .;concedido;concedido
1750993.txt;negado;Na condição de presidente da comissão de Processo Administrativo Disciplinar designada por meio da Portaria nº 5.170, de 03 de outubro de 2018, publicada no BA nº 192, de 04 de outubro 2018, para apurar os fatos constantes do Processo nº 50600.000325/2018-39 e apensos, bem como proceder ao exame dos atos e fatos conexos que emergirem no curso dos trabalhos, SOLICITO cópia integral do processo relativo ao Relatório de Auditoria nº 201112110.;condica comissa process design mei port outubr public outubr apur fat process apens proced exam atos fat conex emerg curs trabalh solicit cop integral process relat relatori auditor;na condição de presidente da comissão de <comissão de sindicância><NT> designada por <cadastro><PT> da <norma><PT> nº 5 170 de 03 de outubro de 2018 publicada no ba nº 192 de 04 de outubro 2018 para apurar os fatos constantes do processo nº 50600 000325 2018 39 e apensos bem <como proceder><PT> ao exame dos atos e fatos conexos que emergirem no curso dos <ações><PT> <solicito><DT> cópia <integra desse relatório><NT> do processo relativo ao <relatório de auditoria><NT> nº 201112110 .;concedido;negado
2304608.txt;negado;Gostaria de solicitar a origem e fontes dos recursos , da fiscalização 00205000044/2016 feita pela CGU Bahia , do contrato 001/2013 entre o município de São Francisco do conde e o instituto médico cardiológico.Ja solicitei a cgu Bahia e eles se negam a entregar e venho solicitar a vocês , a origem dos recursos e fontes , com provas documentais dos pagamentos. A fonte só contrato e 02.;gost solicit orig font recurs feit cgu bah contrat municipi sao francisc cond institut medic solicit cgu bah neg entreg venh solicit orig recurs font prov font contrat;<gostaria><DT> de <solicito><DT> a origem e fontes dos <documentos de fiscalização><NT> 00205000044 2016 feita pela cgu bahia do <contrato><PT> 001 2013 entre o município de são francisco do conde e o instituto médico cardiológico ja <solicito><DT> a cgu bahia e eles se negam a entregar e venho <solicito><DT> a vocês a origem dos recursos e fontes com <extratos bancários><NT> documentais dos pagamentos . a fonte só <contrato><PT> e 02 .;negado;negado
1509225.txt;negado;Cópia do processo 00190.100945/2018-78 e da Portaria de nomeação da Comissão revisora.;cop process port nomeaca comissa revisor;cópia do processo 00190 100945 2018 78 e da <norma><PT> de nomeação da comissão revisora .;neutro;neutro
2288051.txt;negado;Venho de acordo com a legislação vigente para obter acesso às auditorias realizado nos convênios entre a Norte Energia e Município de Vitória do Xingu, onde foi deferida as ordens de serviço nº 20170135, 201701751, 201701733 e 201701752. Vale esclarecer que Parq Federal, não tem mas competência sobre a investigação do Inquérito Cívil a pelo menos uns sete meses. Assim como lapso temporal e de forma do interesse da defesa da sociedade, peço acesso auditorias. No outro como medida de direito envolvendo recurso quem competências análises que seja enviado copiá ao Tribunal de Contas dos Municípios-TCM/PA,  para análises das irregularidades (já quê essas informações) vai subsidiar o Tribunal que estar analisando as prestações de contas do referido Município. Assim é que se pede deferimento e forma de proteção a sociedade.... ;venh acord vigent obter acess realiz conveni nort energ municipi vitor xingu foi defer ordens servic val parq federal tem inquerit civil mes laps temporal form inter defes sociedad pec acess med direit recurs analis envi cop tribunal cont tcmpa analis vai subsidi tribunal estar cont refer municipi ped form proteca sociedad;venho de acordo com a <norma><PT> vigente para <acesso><DT> <relatório de auditoria><NT> realizado nos <convênio><PT> entre a norte energia e município de vitória do xingu <aonde><DT> foi deferida as <relatório de demandas externas><NT> nº 20170135 201701751 201701733 e 201701752  vale esclarecer que parq federal não tem mas competência sobre a <investigação preliminar><NT> do <investigação preliminar><NT> cívil a pelo menos uns sete meses . assim como lapso temporal e de <formato digital><PT> do interesse da defesa da sociedade <solicito><DT> <acesso><DT> <relatório de auditoria><NT> . no outro como <multas><PT> de direito envolvendo <recursos federais><PT> <quem><DT> competências análises que seja enviado copiá ao tribunal de contas dos <municípios><PT> tcm pa para análises <cargos efetivos><PT> <irregularidades><NT> já quê essas informações vai subsidiar o tribunal que estar analisando as prestações de contas do referido município . assim é que se pede deferimento e <formato digital><PT> de proteção a sociedade     .;concedido;negado
1642374.txt;negado;Solicito acesso aos seguintes documentos do Processo 00190.111313/2018-30:  • Ofício n° 2461 – SE/GSI/PR e seus anexos • Ofício 19322 (0877484)    • Parecer (0919104)  • Nota Técnica 2929 (0923935)   • Parecer n. 00307/2018/CONJUR-CGU/CGU/AGU (0933232)  • Parecer n. 003282018/CONJUR-CGU/CGU/AGU (0956747)  • Exposição de Motivos Interministerial nº 18/2018 CGU AGU GSI MD MRE (0961065)   • Anexo - relatório SIDOF (0961128)  • Exposição de Motivos nº 0001/2019 (0976250)   • Anexo - portfólio de assinaturas SIDOF (0976256)  Caso haja alguma informação sigilosa, conforme inciso I do art. 19 do Decreto no 7.724/2012, peço que seja informado as razões da negativa e seu fundamento legal para cada um dos documentos solicitados.  Att;solicit acess seguint process ofici segsipr anex ofici parec not tecnic parec parec exposica motiv cgu agu gsi mre anex relatori sidof exposica motiv anex portfoli sidof haj sigil incis art decret pec inform razo negat legal att;<solicito><DT> <acesso><DT> aos seguintes documentos do processo 00190 111313 2018 30 • ofício n° 2461 – se gsi pr e seus <anexo><PT> • ofício 19322 0877484 • parecer 0919104 • <documentos de fiscalização><NT> 2929 0923935 • parecer n  00307 2018 conjur cgu cgu agu 0933232 • parecer n  003282018 conjur cgu cgu agu 0956747 • exposição de motivos interministerial nº 18 2018 cgu agu gsi md mre 0961065 • <anexo><PT> relatório sidof 0961128 • exposição de motivos nº 0001 2019 0976250 • <anexo><PT> portfólio de assinaturas sidof 0976256 caso haja alguma informação <sigilo><NT> conforme <artigos><PT> i do art . 19 do <norma><PT> no 7 724 2012 <solicito><DT> que seja informado as razões da negativa e seu <fundamentação><PT> <norma><PT> para cada um dos documentos solicitados . att .;concedido;concedido
1732104.txt;negado;Solicito cópia integral do Anexo VII do acordo de leniência firmado com as empresas do grupo Odebrecht em 9 de julho de 2018.;solicit cop integral anex vii acord lenienc firm empres grup odebrecht julh;<solicito><DT> cópia <integra desse relatório><NT> do <anexo><PT> vii do <acordo de leniência><NT> firmado com as empresas do grupo <petrobras><NT> em 9 de julho de 2018 .;negado;negado
2057933.txt;negado;Solicito, por favor, acesso à íntegra do processo 00190.103405/2019-27 - incluindo todos os documentos relacionados a ele, como pareceres.;solicit favor acess integr process inclu parec;<solicito><DT> <favor><DT> <acesso><DT> à <integra desse relatório><NT> 00190 103405 2019 27 incluindo <acordo de leniência><NT> <com relação><DT> a ele como pareceres .;negado;negado
2225746.txt;negado;Boa tarde. Estou fazendo testes de cruzamento de dados, com dados antigos e gostaria de receber os dados do CEIS dos anos de 2009 e 2010 Pode ser em arquivos separados ou arquivo único, em CSV. Ou outra forma disponível de fácil disponibilização. Agradeço e aguardo.;boa tard estou faz test dad dad antig gost receb dad ceis anos pod ser arquiv separ arquiv unic csv form facil agradec aguard;boa tarde . estou fazendo testes de cruzamento de dados com dados antigos e <gostaria><DT> de receber os dados do <ceis><PT> dos anos de 2009 e 2010 pode ser em arquivos separados ou arquivo único em <download de dados><PT> . ou outra <formato digital><PT> disponível de fácil disponibilização . agradeço e aguardo .;concedido;concedido
1917121.txt;negado;Prezados,  Solicito cópia integral ou vista do processo administrativo nº 00190.004157/2015-17.  Agradeço desde já,  Atenciosamente  Luciana 61 - 3222.6971 61 - 99982.1848 ;prez solicit cop integral vist process agradec lucian;prezados <solicito><DT> cópia <integra desse relatório><NT> ou vista do processo administrativo nº 00190 004157 2015 17 . agradeço desde já atenciosamente luciana 61 3222 6971 61 99982 1848 .;negado;negado
2012884.txt;negado;Solicito todos os documentos (ofícios, pareceres, recomendações, requerimentos, anexos, apêndices etc.) enviados ou recebidos da UNIVERSIDADE FEDERAL DO CEARÁ nos últimos seis meses - se possível, disponibilizar a íntegra dos processos. Pedimos, em especial, aqueles documentos referentes à nomeação de MARIA GLICIA CONDE SANTIAGO como titular da auditoria interna da UFC.;solicit ofici parec anex apendic etc envi receb federal cear ultim mes possivel integr process ped especial nomeaca mar glic cond santiag titul auditor intern ufc;<solicito><DT> <acordo de leniência><NT> ofícios pareceres recomendações requerimentos <anexo><PT> apêndices etc . enviados ou recebidos da universidade federal do ceará nos últimos seis meses se possível <disponibilizar><DT> a íntegra dos processos . pedimos em especial aqueles documentos referentes à nomeação de maria glicia conde santiago como titular da auditoria interna da ufc .;neutro;negado
2099883.txt;negado;Solicito, por favor, acesso à íntegra do parecer 00190.103405/2019-27, com todos os documentos e anexos;solicit favor acess integr parec anex;<solicito><DT> <favor><DT> <acesso><DT> à íntegra do parecer 00190 103405 2019 27 com <acordo de leniência><NT> e <anexo><PT> .;neutro;negado
1779067.txt;negado;Solicito cópia integral do Anexo V do acordo de leniência firmado com empresas do grupo UTC em 10 de julho de 2017. Em caso de recusa, solicito que a justificativa para manutenção do sigilo seja específica para a informação requisitada.;solicit cop integral anex acord lenienc firm empres grup utc julh recus solicit sigil;<solicito><DT> cópia <integra desse relatório><NT> do <anexo><PT> v do <acordo de leniência><NT> firmado com empresas do grupo utc em 10 de julho de 2017  em caso de recusa <solicito><DT> que a justificativa para manutenção do <sigilo><NT> seja específica para a informação requisitada .;negado;negado
1495579.txt;negado;Solicito cópia integral ao processo administrativo que deu origem ao Relatório de Auditoria nº  201700120, da auditoria realizado no Instituto Nacional de Metrologia, Qualidade e Tecnologia – INMETRO, inclusive os papeis de trabalhos da auditoria. ;solicit cop integral process deu orig relatori auditor auditor realiz institut nacional qualidad inmetr pap trabalh auditor;<solicito><DT> cópia <integra desse relatório><NT> ao processo administrativo que deu origem ao <relatório de auditoria><NT> nº 201700120 da auditoria realizado no instituto nacional de metrologia qualidade e tecnologia – inmetro inclusive os <cadastro><PT> de <ações><PT> da auditoria .;neutro;negado
1699604.txt;negado;O Municipio de Porto de Moz-PA foi fiscalizado em 2016. Solicitamos acesso  ao documento citado Nota Técnica CGU nº 2809/2016/NAE.;municipi port moz foi acess document cit not tecnic cgu;o municipio de porto de moz pa foi fiscalizado em 2016  <solicito><DT> <acesso><DT> ao documento citado <documentos de fiscalização><NT> cgu nº 2809 2016 nae .;negado;negado
2053663.txt;negado;Me tornei vereador e necessito ter acesso ao relatório da auditoria realizada pela CGU no Município de Avelino Lopes - Piauí, no ano de 2019. A referida auditoria trata de aplicação de recurso de precatória do antigo FUNDEF. Informo que já consultei o site disponível Portal da Transparência mas não consegui localizar o relatório.   ;torn vereador necessit ter acess relatori auditor realiz cgu municipi avelin lop piau ano refer auditor trat aplicaca recurs antig fundef inform consult sit portal consegu localiz relatori;me tornei vereador e <solicito><DT> ter <acesso><DT> ao <relatório de auditoria><NT> realizada pela cgu no município de avelino lopes piauí no ano de 2019  a referida auditoria trata de aplicação de <recursos federais><PT> de precatória do antigo fundef . informo que já consultei o site disponível <portal de transparência><PT> da transparência mas não consegui <identificar><DT> o relatório .;concedido;negado
2130805.txt;negado;Relatório da auditoria feita dos anos 2015 e 2016, na Secretaria de Educação do município de Palmeira dos Índios;relatori auditor feit anos educaca municipi palmeir indi;<relatório de auditoria><NT> feita dos anos 2015 e 2016 na secretaria de educação do município de palmeira dos índios .;neutro;neutro
2156356.txt;negado;Documentação que é acompanhada pelo Relatório Anual de Contas, relatando prejuízo da CGTEE, constatação de fracionamento da despesa em processo de licitação, memorando referente à auditoria da CGU em processo licitatórios  a CGTEE, Ofício 8014/2016/GAB/CGU-Regional/RS/CGU-PR. ;relatori anual cont relat prejuiz cgte despes process licitaca memor referent auditor cgu process cgte ofici;documentação que é acompanhada pelo relatório anual de contas relatando prejuízo da cgtee constatação de fracionamento da <despesas><PT> <em trâmite><NT> de <pregão><PT> memorando referente à auditoria da cgu <em trâmite><NT> licitatórios a cgtee ofício 8014 2016 gab cgu regional rs cgu pr .;neutro;neutro
1630029.txt;negado;Boa tarde. Solicito a disponibilização do Relatório de Auditoria nº 201800803, sobre a avaliação realizados sobre o macroprocesso sancionador ambiental sob responsabilidade do Ibama. Desde já agradeço. Att, Ariana ;boa tard solicit relatori auditor avaliaca ambiental ibam agradec att arian;boa tarde . <solicito><DT> a disponibilização do <relatório de auditoria><NT> nº 201800803 sobre a <valor><PT> realizados sobre o macroprocesso sancionador ambiental sob responsabilidade do ibama . desde já agradeço . att ariana .;neutro;negado
1763270.txt;negado;Prezado,  Requeiro a V.S. vistas/cópias ao processo e aos questionamentos e ou dados necessários efetuados pela CGU á Eletrobras de Rondônia que irão nortear a tomada de decisão no processo LAI-e-SIC sob o nº 99908000675201678.  Aguardo deferimento,;prez requeir vs process dad efetu cgu rondon ira nort tom decisa process lai sic aguard;prezado <requerer><DT> a v s . <informar><DT> cópias ao processo e aos questionamentos e ou dados necessários efetuados pela cgu á <petrobras><NT> de rondônia que irão nortear a tomada de <decisão><PT> no processo lai <e sic><PT> sob o nº 99908000675201678  aguardo deferimento .;concedido;concedido
2000561.txt;negado;Solicito, com base na lei de acesso à informação, cópia integral do processo administrativo relativo ao acordo de leniência assinado por CGU e AGU com a empresa UTC Engenharia. Alternativamente, caso não seja possível a disponibilização de cópia integral, solicito a disponibilização dos documentos públicos, ou, ainda, apenas da cópia do acordo de leniência.;solicit bas lei acess cop integral process relat acord lenienc assin cgu agu empres utc possivel cop integral solicit public cop acord lenienc;<solicito><DT> com base na lei de <acesso><DT> à informação cópia <integra desse relatório><NT> do processo administrativo relativo ao <acordo de leniência><NT> assinado por cgu e agu com a empresa utc engenharia . alternativamente caso não seja possível a disponibilização de cópia <integra desse relatório><NT> <solicito><DT> a disponibilização dos documentos públicos ou ainda apenas da cópia do <acordo de leniência><NT> .;negado;negado
2195120.txt;negado;Olá muito bom dia! Queria saber como está andamento dessa operação, do ano de 2010. No qual meu municipio foi envolvida, (Beberibe-Ceará) Esquema de desvios em prefeituras, do ceará. Muito Obrigado!!;ola dia quer sab andament operaca ano municipi foi envolv beberib cear esquem desvi cear obrig;olá muito bom <data de posse><PT> . <saber><DT> como está <andamento dessa operação><NT> do ano de 2010  no <qual><DT> meu municipio foi envolvida beberibe ceará esquema de <desvios><NT> em prefeituras do ceará . muito obrigado . .;negado;negado
1777298.txt;negado;Solicito ao Coordenador-Geral de Auditoria da Área de Saúde, Alexandre Gomide Lemos, a integra do processo 00190.105226/2019-24, número registrado no sistema SEI do Ministério da Saúde, aberto no dia 28/05/2019 e recebido pela unidade no dia 31/05/2019. A cópia do processo deve ser enviada em anexo no formato .pdf. ;solicit geral auditor are saud alexandr gomid lem integr process numer sistem sei saud abert dia receb unidad dia cop process dev ser envi anex format pdf;<solicito><DT> ao coordenador geral de auditoria da <cadastro><PT> de saúde alexandre gomide lemos a <integra desse relatório><NT> 00190 105226 2019 24 <número><PT> registrado no <e sic><PT> sei do ministério da saúde aberto no <data de posse><PT> 28 05 2019 e recebido pela unidade no <data de posse><PT> 31 05 2019 . a cópia do processo deve ser enviada em <anexo><PT> no <download de dados><PT>  <download de dados><PT> .;concedido;concedido
1779102.txt;negado;Solicito cópia integral do Anexo X do acordo de leniência firmado com empresas do grupo Odebrecht em 9 de julho de 2018. Em caso de recusa, solicito que a justificativa para manutenção do sigilo seja específica para a informação requisitada.;solicit cop integral anex acord lenienc firm empres grup odebrecht julh recus solicit sigil;<solicito><DT> cópia <integra desse relatório><NT> do <anexo><PT> x do <acordo de leniência><NT> firmado com empresas do grupo <petrobras><NT> em 9 de julho de 2018  em caso de recusa <solicito><DT> que a justificativa para manutenção do <sigilo><NT> seja específica para a informação requisitada .;negado;negado
2113220.txt;negado;Com a publicação da EC nº 103/19, varias regras de concessão de benefício foram modificadas, no entanto, em muitos municípios ainda estão vigentes as regras antigas, até que lei municipal venha modificá-las. Assim, venho solicitar a liberação do código fonte do sistema de simulação de aposentadoria que esteve no ar no site da CGU para que possamos continuar utilizando até a alteração da legislação municipal vigente. ;regr concessa benefici for esta vigent regr antig lei municipal venh modif las venh solicit liberaca codig font sistem simulaca estev sit cgu poss continu alteraca municipal vigent;com a <decisão><PT> da ec nº 103 19 varias regras de <concessões><PT> de <custos><PT> foram modificadas no entanto em muitos <municípios><PT> ainda estão vigentes as regras antigas até que lei municipal venha modificá las . assim venho <solicito><DT> a liberação do <arquitetura detalhada do alice><NT> do <e sic><PT> de <simular a aposentadoria><PT> que esteve no ar no site da cgu para que possamos continuar utilizando até a alteração da <norma><PT> municipal vigente .;concedido;negado
2389979.txt;negado;"Hoje (10/09/2020) recebi a DECISÃO (vide anexo) da CGU ao meu RECURSO de 3ª INSTÂNCIA referente aos protocolos nºs 99909.002468/2020-24, 99909.002469/2020-79, 99909.002470/2020-01 e 99909.002471/2020-48.    Na referida DECISÃO, em seu ITEM ""12"" a CGU escreveu:     12. Registre-se que a denu´ncia de descumprimento da decisa~o da CGU no a^mbito do processo no 99909.001360/2019-81 encontra-se pendente de ana´lise conclusiva por parte desta Controladoria, cabendo informar que a Petrobra´s encaminhou um pedido de reconsiderac¸a~o da decisa~o da CGU e esta´ sendo objeto de ana´lise em cara´ter priorita´rio e, quando for conclui´da, o cidada~o sera´ notificado.    Portanto, em atendimento aos PRINCÍPIOS da TRANSPARÊNCIA e do AMPLO DIREITO DE DEFESA, com bases nos ditames legais da LAI e demais legislações, inclusive a Constituição, venho por meio desta manifestação solicitar ACESSO ao PEDIDO DE RECONSIDERAÇÃO DA DECISÃO DA CGU FEITA PELA PETROBRAS, citado no ""item 12"" acima, para que eu tenha acesso as informações proferidas pela PETROBRAS e  também quais são os trâmites detalhados já realizados e a serem realizados nesta análise da CGU.    Desta maneira, eu poderia CONTESTAR este PEDIDO DE RECONSIDERAÇÃO DE DECISÃO feito pela PETROBRAS e fazer as minhas alegações para que a CGU possa analisar tanto os argumentos da PETROBRAS quanto os meus.      ";receb decisa vid anex cgu recurs instanc referent ns refer decisa item cgu escrev registr denunc decisa cgu ambit process encontr pendent analis part cab inform ped decisa cgu send objet analis carat for cidada ser amplo direit defes bas ditam leg lai venh mei solicit acess ped decisa cgu feit petrobr cit item tenh acess petrobr sao tramit ser analis cgu maneir pod contest ped decisa feit petrobr faz alegaco cgu poss analis petrobr;hoje 10 09 2020 recebi a <decisão><PT> vide <anexo><PT> da cgu ao meu <recursos federais><PT> de 3ª instância referente aos protocolos nºs 99909 002468 2020 24 99909 002469 2020 79 99909 002470 2020 01 e 99909 002471 2020 48 . na referida <decisão><PT> em seu item    12    a cgu escreveu 12  registre se que a denu´ncia de <descumprimento><PT> da decisa o da cgu no a mbito do processo no 99909 001360 2019 81 encontra se pendente de ana´lise conclusiva por parte desta controladoria cabendo <informar><DT> que a petrobra´s encaminhou um <pedidos><PT> de reconsiderac¸a o da decisa o da cgu e esta´ sendo objeto de ana´lise em cara´ter priorita´rio e <quando><DT> for conclui´da o cidada o sera´ notificado . portanto em atendimento aos princípios da transparência e do amplo direito de defesa com bases nos ditames legais da lai e demais legislações inclusive a constituição venho por <cadastro><PT> desta manifestação <solicito><DT> <acesso><DT> ao <decisão><PT> da <decisão><PT> da cgu feita pela <petrobras><NT> citado no    item 12    acima para que eu tenha <acesso><DT> as informações proferidas pela <petrobras><NT> e também <qual><DT> são os trâmites detalhados já realizados e a serem realizados nesta análise da cgu . desta maneira eu <poderia><DT> contestar este <decisão><PT> de <decisão><PT> feito pela <petrobras><NT> e fazer as minhas alegações para que a cgu possa analisar tanto os argumentos da <petrobras><NT> <quanto><DT> os meus .;concedido;concedido
2182149.txt;negado;"Conforme informação disponibilizada no site da CGU e no Portal da Transparência, a avaliação do programa de integridade da empresa BILFINGER MASCHINENBAU GMBH & CO KG – EXBILFINGER, no âmbito do acordo de leniência firmado entre a CGU, a AGU e a empresa, resultou na definições de uma série de obrigações cuja implementação e funcionamento seriam diretamente monitorados pela CGU durante toda a vigência do acordo celebrado. Também foi previsto no Acordo Celebrado que ""as ações de monitoramento incluem, mas não se limitam a: (i) análise de relatórios semestrais sobre os treinamentos, com a respectiva documentação comprobatória, encaminhados durante a vigência do acordo, (ii) ações de supervisão e verificações in loco, (iii) solicitação de relatórios e informações adicionais"". Nesse sentido, considerando que o mencionado Acordo teve sua vigência expirada em 31/12/2019, solicito infomações e documentos sobre o referido processo de monitoramento e avaliação do programa de integridade da empresa, bem como do acesso ao relatório final desse acordo que confere, ou não, quitação à empresa. ";sit cgu portal avaliaca program empres bilfing gmbh ambit acord lenienc firm cgu agu empres result seri ser cgu vigenc acord celebr foi previst acord celebr aco inclu limit analis vigenc acord aco loc iii sent acord tev vigenc expir solicit refer process avaliaca program empres acess relatori final acord confer quitaca empres;conforme informação disponibilizada no site da cgu e no <portal de transparência><PT> da transparência a <valor><PT> do <perguntas e respostas><PT> de integridade da empresa bilfinger maschinenbau gmbh co kg – exbilfinger no âmbito do <acordo de leniência><NT> firmado entre a cgu a agu e a empresa resultou na definições de uma série de obrigações cuja implementação e funcionamento seriam diretamente monitorados pela cgu durante toda a vigência do acordo celebrado . também foi previsto no acordo celebrado que    as <ações><PT> de <supervisão técnica><PT> incluem mas não se limitam a i análise de relatórios semestrais sobre os treinamentos com a respectiva documentação comprobatória encaminhados durante a vigência do acordo ii <ações><PT> de <supervisão técnica><PT> e verificações <norma><PT> loco iii <solicito><DT> de relatórios e informações adicionais    . nesse sentido considerando que o mencionado acordo teve sua vigência expirada em 31 12 2019 <solicito><DT> infomações e documentos sobre o referido processo de <supervisão técnica><PT> e <valor><PT> do <perguntas e respostas><PT> de integridade da empresa bem como do <acesso><DT> ao relatório final desse acordo que confere ou não quitação à empresa .;concedido;concedido
2127619.txt;negado;"Senhores, bom dia! Pretendo desenvolver uma pesquisa, para a área contábil, sobre ""compliance"" de empresas brasileiras. Para tanto, desejo saber a possibilidade de obter dados decorrentes do questionário que as empresas responderam em edição(ões) passada(s), do referido programa. Agradeço a atenção.";senhor dia pret pesquis are contabil empres desej sab obter dad empres edica oes pass refer program agradec atenca;senhores bom <data de posse><PT> . pretendo desenvolver uma pesquisa para a <cadastro><PT> contábil sobre    compliance    de empresas brasileiras . para tanto <desejo saber><DT> a possibilidade de obter dados decorrentes do questionário que as empresas responderam em edição ões passada s do referido <perguntas e respostas><PT> . agradeço a atenção .;concedido;concedido
1779106.txt;negado;Solicito cópia integral do Anexo XI do acordo de leniência firmado com empresas do grupo Odebrecht em 9 de julho de 2018. Em caso de recusa, solicito que a justificativa para manutenção do sigilo seja específica para a informação requisitada.;solicit cop integral anex acord lenienc firm empres grup odebrecht julh recus solicit sigil;<solicito><DT> cópia <integra desse relatório><NT> do <anexo><PT> xi do <acordo de leniência><NT> firmado com empresas do grupo <petrobras><NT> em 9 de julho de 2018  em caso de recusa <solicito><DT> que a justificativa para manutenção do <sigilo><NT> seja específica para a informação requisitada .;negado;negado
